id,text,file,node,lineNumber
line:be01fe39,A cold blue flame envelops your body and dissipates.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,The_Cleric,45
line:0450f7a0,The creature grins.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,The_Cleric,46
line:9260f0d7,"Cleric: ""Cleric talented. Have a good day!""",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,The_Cleric,47
line:037d4f47,Leave,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,The_Cleric,50
line:954d4830,"You don't trust this ""Cleric"", so you leave.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,The_Cleric,51
line:9909ed53,You come across an inconspicuous pedestal with a shining gold idol sitting peacefully atop. It looks incredibly valuable.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Golden_Idol,57
line:0f39ea24,You sure don't see any traps nearby.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Golden_Idol,58
line:b568e3bd,Take,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Golden_Idol,59
line:2358e4ca,"As you grab the Idol and stow it away, a giant boulder smashes through the ceiling into the ground next to you.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Golden_Idol,61
line:80cd8054,You realize that the floor is slanted downwards as the boulder starts to roll towards you.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Golden_Idol,62
line:16fd8723,Leave,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Golden_Idol,64
line:acac8eba,"If there was ever an obvious trap, this would be it.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Golden_Idol,65
line:3a9c89cd,You decide not to interfere with objects placed upon pedestals.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Golden_Idol,66
line:a23ff48e,Outrun,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Golden_Idol_Boulder,72
line:340ff3f9,RUUUUUUUUUUN!,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Golden_Idol_Boulder,74
line:d1863499,You barely leap into a side passageway as the boulder rushes by. Unfortunately it feels like you sprained something however.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Golden_Idol_Boulder,75
line:47b633ee,Smash,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Golden_Idol_Boulder,76
line:fde73a77,"You throw yourself at the boulder with everything you have. When the dust clears, you can make a safe way out.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Golden_Idol_Boulder,78
line:6bd73d00,Hide,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Golden_Idol_Boulder,79
line:c842599e,SQUISH!,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Golden_Idol_Boulder,82
line:5e725ee9,"The boulder flattens you a little as it passes by, but otherwise you can get out of here.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Golden_Idol_Boulder,83
line:f545b966,Before you lies an elaborate shrine to an ancient spirit.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Golden_Shrine,88
line:6375be11,Pray (Gain 100 gold.),/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Golden_Shrine,90
line:f2680181,"As your hand touches the shrine, gold rains from the ceiling showering you in riches.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Golden_Shrine,92
line:645806f6,Desecrate (Gain 275 Gold. Become cursed with Regret),/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Golden_Shrine,93
line:03b3f7a4,"Each time you strike the shrine, gold pours forth again and again!",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Golden_Shrine,96
line:9583f0d3,"As you pocket the riches, something weighs heavily on you.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Golden_Shrine,97
line:2fd2f94a,Leave,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Golden_Shrine,98
line:b9e2fe3d,You ignore the shrine.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Golden_Shrine,99
line:818ea9bd,You walk by an eerie statue holding several masks...,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Face_Trader,105
line:17beaeca,"Something behind you softly whispers, ""Stop.""",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Face_Trader,106
line:adefa753,You swerve around to face the statue which is now facing you!,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Face_Trader,107
line:3bdfa024,"On closer inspection, it's not a statue but a statuesque, gaunt man. Is he even breathing?",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Face_Trader,108
line:aac21fb4,"Eerie Man: ""Face. Let me touch? Maybe trade?""",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Face_Trader,109
line:3cf218c3,Touch,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Face_Trader,110
line:d97bdfa3,"Eerie Man: ""Compensation. Compensation.""",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Face_Trader,111
line:4f4bd8d4,"Mechanically, he cranes out a neat stack of gold and places it into your pouch.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Face_Trader,112
line:f51ad14d,"Eerie Man: ""What a nice face. Nice face.""",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Face_Trader,114
line:632ad63a,"While he touches your face, you begin to feel your life drain out of it!",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Face_Trader,115
line:c0bfb2a4,"During this, his mask falls off and shatters. Screaming, he quickly covers his face with all six arms dropping even more masks! Amidst all the screaming and shattering, you escape.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Face_Trader,117
line:568fb5d3,His face was completely blank.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Face_Trader,118
line:ecdebc4a,Trade,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Face_Trader,119
line:7aeebb3d,"Eerie Man: ""For me? FOR ME? Oh yes.. Yes. Yes.. mmm...""",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Face_Trader,120
line:ebf304ad,"You see one of his arms flicker, and your face is in its hand! Your face has been swapped.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Face_Trader,121
line:7dc303da,"Eerie Man: ""Nice face. Nice face.""",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Face_Trader,122
line:16674724,Leave,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Face_Trader,124
line:80574053,"Eerie Man: ""Stop. Stop. Stop. Stop. Stop.""",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Face_Trader,125
line:3a0649ca,This was probably the right call.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1events.yarn,Face_Trader,126
line:7214f41e,You go upstairs. Floor {0} of {1}. Health: {2}/{3}. Gold: {4}.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Hub,9
line:d1819080,⚔️ Combat,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Hub,11
line:47b197f7,⚔️ Combat,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Hub,13
line:fde09e6e,⚔️ Combat,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Hub,15
line:6bd09919,🎲 Event,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Hub,17
line:facd2689,🎲 Event,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Hub,19
line:6cfd21fe,🛌 Rest,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Hub,21
line:8974e69e,🛒 Shop,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Hub,23
line:1f44e1e9,💰 Treasure,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Hub,25
line:a515e870,"You reach a floor with no windows, and no visible stairs. The only thing that catches your eye is an ominous stone altar, completely covered in blood and feces, yet no animal or human remains are in sight. What's happening here?",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Hub,28
line:3325ef07,Touch the altar,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Hub,29
line:90b08b99,Turn back,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Hub,31
line:06808cee,<b>THUMPH</b>,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Hub,32
line:bcd18577,"Something hits your head as you turned around to face the stairs leading down. Your conscience vanishes as you feel the warm blood coming out of your cranium. Before you are gone completely, you hear a loud sound of wings coming over you.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Hub,33
line:4d3b168b,"A {0} blocks your path! It looks mean. (Enemy HP: {1}, Damage: {2})",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1CombatRoll,53
line:dc26a91b,⚔️ Attack (deal {0} damage),/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1CombatRoll,54
line:4a16ae6c,You strike the {0} down in one blow. It crumples to the floor.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1CombatRoll,57
line:48336fbd,You loot 12 gold from the remains.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1CombatRoll,59
line:de0368ca,You land a solid hit! The {0} staggers. (Enemy HP: {1}),/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1CombatRoll,62
line:64526153,The {0} retaliates!,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1CombatRoll,63
line:f2626624,You are hurt. (Your HP: {0}/{1}),/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1CombatRoll,68
line:51f702ba,⚔️ Press the attack,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1CombatRoll,69
line:c7c705cd,The {0} falls. You catch your breath.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1CombatRoll,72
line:7d960c54,You loot 12 gold.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1CombatRoll,74
line:eba60b23,The {0} is still standing! It hits you again.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1CombatRoll,76
line:7abbb4b3,You finish it off through sheer stubbornness.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1CombatRoll,81
line:ec8bb3c4,You loot 12 gold. (Your HP: {0}/{1}),/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1CombatRoll,83
line:090274a4,🛡️ Defend and counter,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1CombatRoll,85
line:9f3273d3,"You take a defensive stance and counter-strike, finishing it off.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1CombatRoll,91
line:25637a4a,You loot 12 gold. (Your HP: {0}/{1}),/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1CombatRoll,93
line:b3537d3d,🏃 Flee (lose 8 health),/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1CombatRoll,94
line:10c619a3,You turn and run. The {0} gets a parting swipe in.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1CombatRoll,95
line:86f61ed4,"You escape, bruised and embarrassed.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1CombatRoll,100
line:3ca7174d,🛡️ Defend first,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1CombatRoll,102
line:aa97103a,You raise your guard. The {0}'s blow glances off. You counter-attack.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1CombatRoll,107
line:3b8aafaa,The {0} collapses. Clean kill.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1CombatRoll,110
line:adbaa8dd,You loot 12 gold.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1CombatRoll,112
line:ca51598f,The {0} is wounded but still fighting! (Enemy HP: {1}),/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1CombatRoll,114
line:5c615ef8,You finish it with a second strike.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1CombatRoll,115
line:e6305761,You loot 12 gold. (Your HP: {0}/{1}),/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1CombatRoll,117
line:70005016,🏃 Flee (lose 8 health),/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1CombatRoll,119
line:d3953488,You turn and run before it can react. It gets a parting swipe in.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1CombatRoll,120
line:45a533ff,"You escape, bruised and embarrassed.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1CombatRoll,125
line:35e2eef3,You find a dusty chest wedged behind a collapsed pillar.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1TreasureRoll,131
line:a3d2e984,Inside: a handful of gold coins and a strange vial.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1TreasureRoll,132
line:32cf5614,"You pocket 40 gold and drink the vial. It tastes like regret, but your wounds close slightly.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1TreasureRoll,134
line:a4ff5163,"A skeleton slumps against the wall, still clutching a coin purse.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1TreasureRoll,140
line:41769603,You take 55 gold. The skeleton doesn't object.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1TreasureRoll,142
line:d7469174,You also find a worn whetstone. Your blade feels sharper.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1TreasureRoll,143
line:6d1798ed,"A glowing chest sits in the center of the room, completely unguarded.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1TreasureRoll,146
line:fb279f9a,That's suspicious.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1TreasureRoll,147
line:58b2fb04,Open it anyway,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1TreasureRoll,148
line:ce82fc73,Inside: 70 gold and a small healing potion.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1TreasureRoll,150
line:74d3f5ea,No trap. Sometimes a chest is just a chest.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1TreasureRoll,155
line:e2e3f29d,Leave it,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1TreasureRoll,156
line:73fe4d0d,You walk past. The chest watches you go.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1TreasureRoll,157
line:e5ce4a7a,You feel like an idiot two floors later.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1TreasureRoll,158
line:9b4c4794,You find a small alcove with a smouldering campfire. Someone was here recently.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Rest,164
line:0d7c40e3,Your HP: {0}/{1}.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Rest,165
line:b72d497a,🔥 Rest (recover HP),/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Rest,166
line:211d4e0d,"You sit by the fire, eat some rations, and tend to your wounds.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Rest,167
line:82882a93,You feel considerably less like dying. (HP: {0}/{1}),/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Rest,172
line:14b82de4,🔨 Smith (spend 50 gold to upgrade damage +8),/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Rest,173
line:aee9247d,You find a makeshift forge in the corner and spend time sharpening and reinforcing your weapon.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Rest,177
line:38d9230a,It feels noticeably deadlier. (Damage: {0}),/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Rest,178
line:a9c49c9a,"You don't have enough gold for that. (Need 50, have {0})",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Rest,180
line:3ff49bed,You rest instead.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Rest,181
line:da7d5c8d,📖 Study (spend 50 gold to upgrade block +8),/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Rest,187
line:4c4d5bfa,You find some scrawled notes left by a previous climber about defensive techniques.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Rest,191
line:f61c5263,You practice until the fire dies. (Block: {0}),/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Rest,192
line:602c5514,"You don't have enough gold for that. (Need 50, have {0})",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Rest,194
line:c3b9318a,You rest instead.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Rest,195
line:eb7cadcd,A merchant has set up a rickety stall in the middle of the corridor. He's wearing a top hat and a smile that doesn't reach his eyes.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Shop,205
line:512da454,"Merchant: ""Ah, a customer! Wonderful. I accept only gold. No returns. No refunds. No complaints.""",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Shop,206
line:c71da323,Your gold: {0}.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Shop,207
line:56001cb3,💊 Healing Potion (35 gold) — restore 25 HP,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Shop,208
line:c0301bc4,"Merchant: ""Finest brew in the tower. Probably.""",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Shop,215
line:a7dbea96,You drink it. It tastes like copper and hope. (HP: {0}/{1}),/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Shop,216
line:31ebede1,"Merchant: ""Come back when you have more coin, friend.""",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Shop,218
line:8bbae478,"You can't afford it. (Need 35, have {0})",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Shop,219
line:1d8ae30f,⚔️ Weapon Upgrade (60 gold) — damage +10,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Shop,221
line:be1f8791,"Merchant: ""Enchanted. Mostly.""",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Shop,225
line:282f80e6,"Your weapon hums with a faint, slightly ominous energy. (Damage: {0})",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Shop,226
